"Thành Phố","Mã TP","Quận Huyện","Mã QH","Phường Xã","Mã PX"
"Hà Nội","01","Quận Ba Đình","001","Phường Phúc Xá","00001"
"Hà Nội","01","Quận Ba Đình","001","Phường Trúc Bạch","00004"
"Hà Nội","01","Quận Ba Đình","001","Phường Vĩnh Phúc","00006"
"Hà Nội","01","Quận Ba Đình","001","Phường Cống Vị","00007"
"Hà Nội","01","Quận Ba Đình","001","Phường Liễu Giai","00008"
"Hà Nội","01","Quận Ba Đình","001","Phường Nguyễn Trung Trực","00010"
"Hà Nội","01","Quận Ba Đình","001","Phường Quán Thánh","00013"
"Hà Nội","01","Quận Ba Đình","001","Phường Ngọc Hà","00016"
"Hà Nội","01","Quận Ba Đình","001","Phường Điện Biên","00019"
"Hà Nội","01","Quận Ba Đình","001","Phường Đội Cấn","00022"
"Hà Nội","01","Quận Ba Đình","001","Phường Ngọc Khánh","00025"
"Hà Nội","01","Quận Ba Đình","001","Phường Kim Mã","00028"
"Hà Nội","01","Quận Ba Đình","001","Phường Giảng Võ","00031"
"Hà Nội","01","Quận Ba Đình","001","Phường Thành Công","00034"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Phúc Tân","00037"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Đồng Xuân","00040"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Mã","00043"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Buồm","00046"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Đào","00049"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Bồ","00052"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Cửa Đông","00055"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Lý Thái Tổ","00058"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Bạc","00061"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Gai","00064"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Chương Dương Độ","00067"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Trống","00070"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Cửa Nam","00073"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Bông","00076"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Tràng Tiền","00079"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Trần Hưng Đạo","00082"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Phan Chu Trinh","00085"
"Hà Nội","01","Quận Hoàn Kiếm","002","Phường Hàng Bài","00088"
"Hà Nội","01","Quận Tây Hồ","003","Phường Phú Thượng","00091"
"Hà Nội","01","Quận Tây Hồ","003","Phường Nhật Tân","00094"
"Hà Nội","01","Quận Tây Hồ","003","Phường Tứ Liên","00097"
"Hà Nội","01","Quận Tây Hồ","003","Phường Quảng An","00100"
"Hà Nội","01","Quận Tây Hồ","003","Phường Xuân La","00103"
"Hà Nội","01","Quận Tây Hồ","003","Phường Yên Phụ","00106"
"Hà Nội","01","Quận Tây Hồ","003","Phường Bưởi","00109"
"Hà Nội","01","Quận Tây Hồ","003","Phường Thụy Khuê","00112"
"Hà Nội","01","Quận Long Biên","004","Phường Thượng Thanh","00115"
"Hà Nội","01","Quận Long Biên","004","Phường Ngọc Thụy","00118"
"Hà Nội","01","Quận Long Biên","004","Phường Giang Biên","00121"
"Hà Nội","01","Quận Long Biên","004","Phường Đức Giang","00124"
"Hà Nội","01","Quận Long Biên","004","Phường Việt Hưng","00127"
"Hà Nội","01","Quận Long Biên","004","Phường Gia Thụy","00130"
"Hà Nội","01","Quận Long Biên","004","Phường Ngọc Lâm","00133"
"Hà Nội","01","Quận Long Biên","004","Phường Phúc Lợi","00136"
"Hà Nội","01","Quận Long Biên","004","Phường Bồ Đề","00139"
"Hà Nội","01","Quận Long Biên","004","Phường Sài Đồng","00142"
"Hà Nội","01","Quận Long Biên","004","Phường Long Biên","00145"
"Hà Nội","01","Quận Long Biên","004","Phường Thạch Bàn","00148"
"Hà Nội","01","Quận Long Biên","004","Phường Phúc Đồng","00151"
"Hà Nội","01","Quận Long Biên","004","Phường Cự Khối","00154"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Nghĩa Đô","00157"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Nghĩa Tân","00160"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Mai Dịch","00163"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Dịch Vọng","00166"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Dịch Vọng Hậu","00167"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Quan Hoa","00169"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Yên Hoà","00172"
"Hà Nội","01","Quận Cầu Giấy","005","Phường Trung Hoà","00175"
"Hà Nội","01","Quận Đống Đa","006","Phường Cát Linh","00178"
"Hà Nội","01","Quận Đống Đa","006","Phường Văn Miếu","00181"
"Hà Nội","01","Quận Đống Đa","006","Phường Quốc Tử Giám","00184"
"Hà Nội","01","Quận Đống Đa","006","Phường Láng Thượng","00187"
"Hà Nội","01","Quận Đống Đa","006","Phường Ô Chợ Dừa","00190"
"Hà Nội","01","Quận Đống Đa","006","Phường Văn Chương","00193"
"Hà Nội","01","Quận Đống Đa","006","Phường Hàng Bột","00196"
"Hà Nội","01","Quận Đống Đa","006","Phường Láng Hạ","00199"
"Hà Nội","01","Quận Đống Đa","006","Phường Khâm Thiên","00202"
"Hà Nội","01","Quận Đống Đa","006","Phường Thổ Quan","00205"
"Hà Nội","01","Quận Đống Đa","006","Phường Nam Đồng","00208"
"Hà Nội","01","Quận Đống Đa","006","Phường Trung Phụng","00211"
"Hà Nội","01","Quận Đống Đa","006","Phường Quang Trung","00214"
"Hà Nội","01","Quận Đống Đa","006","Phường Trung Liệt","00217"
"Hà Nội","01","Quận Đống Đa","006","Phường Phương Liên","00220"
"Hà Nội","01","Quận Đống Đa","006","Phường Thịnh Quang","00223"
"Hà Nội","01","Quận Đống Đa","006","Phường Trung Tự","00226"
"Hà Nội","01","Quận Đống Đa","006","Phường Kim Liên","00229"
"Hà Nội","01","Quận Đống Đa","006","Phường Phương Mai","00232"
"Hà Nội","01","Quận Đống Đa","006","Phường Ngã Tư Sở","00235"
"Hà Nội","01","Quận Đống Đa","006","Phường Khương Thượng","00238"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Nguyễn Du","00241"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Bạch Đằng","00244"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Phạm Đình Hổ","00247"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Bùi Thị Xuân","00250"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Ngô Thì Nhậm","00253"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Lê Đại Hành","00256"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Đồng Nhân","00259"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Phố Huế","00262"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Đống Mác","00265"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Thanh Lương","00268"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Thanh Nhàn","00271"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Cầu Dền","00274"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Bách Khoa","00277"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Đồng Tâm","00280"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Vĩnh Tuy","00283"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Bạch Mai","00286"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Quỳnh Mai","00289"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Quỳnh Lôi","00292"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Minh Khai","00295"
"Hà Nội","01","Quận Hai Bà Trưng","007","Phường Trương Định","00298"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Thanh Trì","00301"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Vĩnh Hưng","00304"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Định Công","00307"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Mai Động","00310"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Tương Mai","00313"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Đại Kim","00316"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Tân Mai","00319"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Hoàng Văn Thụ","00322"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Giáp Bát","00325"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Lĩnh Nam","00328"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Thịnh Liệt","00331"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Trần Phú","00334"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Hoàng Liệt","00337"
"Hà Nội","01","Quận Hoàng Mai","008","Phường Yên Sở","00340"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Nhân Chính","00343"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Thượng Đình","00346"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Khương Trung","00349"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Khương Mai","00352"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Thanh Xuân Trung","00355"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Phương Liệt","00358"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Hạ Đình","00361"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Khương Đình","00364"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Thanh Xuân Bắc","00367"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Thanh Xuân Nam","00370"
"Hà Nội","01","Quận Thanh Xuân","009","Phường Kim Giang","00373"
"Hà Nội","01","Huyện Sóc Sơn","016","Thị trấn Sóc Sơn","00376"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Bắc Sơn","00379"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Minh Trí","00382"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Hồng Kỳ","00385"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Nam Sơn","00388"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Trung Giã","00391"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Tân Hưng","00394"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Minh Phú","00397"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Phù Linh","00400"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Bắc Phú","00403"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Tân Minh","00406"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Quang Tiến","00409"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Hiền Ninh","00412"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Tân Dân","00415"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Tiên Dược","00418"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Việt Long","00421"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Xuân Giang","00424"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Mai Đình","00427"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Đức Hoà","00430"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Thanh Xuân","00433"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Đông Xuân","00436"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Kim Lũ","00439"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Phú Cường","00442"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Phú Minh","00445"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Phù Lỗ","00448"
"Hà Nội","01","Huyện Sóc Sơn","016","Xã Xuân Thu","00451"
"Hà Nội","01","Huyện Đông Anh","017","Thị trấn Đông Anh","00454"
"Hà Nội","01","Huyện Đông Anh","017","Xã Xuân Nộn","00457"
"Hà Nội","01","Huyện Đông Anh","017","Xã Thuỵ Lâm","00460"
"Hà Nội","01","Huyện Đông Anh","017","Xã Bắc Hồng","00463"
"Hà Nội","01","Huyện Đông Anh","017","Xã Nguyên Khê","00466"
"Hà Nội","01","Huyện Đông Anh","017","Xã Nam Hồng","00469"
"Hà Nội","01","Huyện Đông Anh","017","Xã Tiên Dương","00472"
"Hà Nội","01","Huyện Đông Anh","017","Xã Vân Hà","00475"
"Hà Nội","01","Huyện Đông Anh","017","Xã Uy Nỗ","00478"
"Hà Nội","01","Huyện Đông Anh","017","Xã Vân Nội","00481"
"Hà Nội","01","Huyện Đông Anh","017","Xã Liên Hà","00484"
"Hà Nội","01","Huyện Đông Anh","017","Xã Việt Hùng","00487"
"Hà Nội","01","Huyện Đông Anh","017","Xã Kim Nỗ","00490"
"Hà Nội","01","Huyện Đông Anh","017","Xã Kim Chung","00493"
"Hà Nội","01","Huyện Đông Anh","017","Xã Dục Tú","00496"
"Hà Nội","01","Huyện Đông Anh","017","Xã Đại Mạch","00499"
"Hà Nội","01","Huyện Đông Anh","017","Xã Vĩnh Ngọc","00502"
"Hà Nội","01","Huyện Đông Anh","017","Xã Cổ Loa","00505"
"Hà Nội","01","Huyện Đông Anh","017","Xã Hải Bối","00508"
"Hà Nội","01","Huyện Đông Anh","017","Xã Xuân Canh","00511"
"Hà Nội","01","Huyện Đông Anh","017","Xã Võng La","00514"
"Hà Nội","01","Huyện Đông Anh","017","Xã Tầm Xá","00517"
"Hà Nội","01","Huyện Đông Anh","017","Xã Mai Lâm","00520"
"Hà Nội","01","Huyện Đông Anh","017","Xã Đông Hội","00523"
"Hà Nội","01","Huyện Gia Lâm","018","Thị trấn Yên Viên","00526"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Yên Thường","00529"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Yên Viên","00532"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Ninh Hiệp","00535"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Đình Xuyên","00538"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Dương Hà","00541"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Phù Đổng","00544"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Trung Mầu","00547"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Lệ Chi","00550"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Cổ Bi","00553"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Đặng Xá","00556"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Phú Thị","00559"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Kim Sơn","00562"
"Hà Nội","01","Huyện Gia Lâm","018","Thị trấn Trâu Quỳ","00565"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Dương Quang","00568"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Dương Xá","00571"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Đông Dư","00574"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Đa Tốn","00577"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Kiêu Kỵ","00580"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Bát Tràng","00583"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Kim Lan","00586"
"Hà Nội","01","Huyện Gia Lâm","018","Xã Văn Đức","00589"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Cầu Diễn","00592"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Xuân Phương","00622"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Phương Canh","00623"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Mỹ Đình 1","00625"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Mỹ Đình 2","00626"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Tây Mỗ","00628"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Mễ Trì","00631"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Phú Đô","00632"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Đại Mỗ","00634"
"Hà Nội","01","Quận Nam Từ Liêm","019","Phường Trung Văn","00637"
"Hà Nội","01","Huyện Thanh Trì","020","Thị trấn Văn Điển","00640"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Tân Triều","00643"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Thanh Liệt","00646"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Tả Thanh Oai","00649"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Hữu Hoà","00652"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Tam Hiệp","00655"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Tứ Hiệp","00658"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Yên Mỹ","00661"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Vĩnh Quỳnh","00664"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Ngũ Hiệp","00667"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Duyên Hà","00670"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Ngọc Hồi","00673"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Vạn Phúc","00676"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Đại áng","00679"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Liên Ninh","00682"
"Hà Nội","01","Huyện Thanh Trì","020","Xã Đông Mỹ","00685"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Thượng Cát","00595"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Liên Mạc","00598"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Đông Ngạc","00601"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Đức Thắng","00602"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Thụy Phương","00604"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Tây Tựu","00607"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Xuân Đỉnh","00610"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Xuân Tảo","00611"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Minh Khai","00613"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Cổ Nhuế 1","00616"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Cổ Nhuế 2","00617"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Phú Diễn","00619"
"Hà Nội","01","Quận Bắc Từ Liêm","021","Phường Phúc Diễn","00620"
"Hà Nội","01","Huyện Mê Linh","250","Thị trấn Chi Đông","08973"
"Hà Nội","01","Huyện Mê Linh","250","Xã Đại Thịnh","08974"
"Hà Nội","01","Huyện Mê Linh","250","Xã Kim Hoa","08977"
"Hà Nội","01","Huyện Mê Linh","250","Xã Thạch Đà","08980"
"Hà Nội","01","Huyện Mê Linh","250","Xã Tiến Thắng","08983"
"Hà Nội","01","Huyện Mê Linh","250","Xã Tự Lập","08986"
"Hà Nội","01","Huyện Mê Linh","250","Thị trấn Quang Minh","08989"
"Hà Nội","01","Huyện Mê Linh","250","Xã Thanh Lâm","08992"
"Hà Nội","01","Huyện Mê Linh","250","Xã Tam Đồng","08995"
"Hà Nội","01","Huyện Mê Linh","250","Xã Liên Mạc","08998"
"Hà Nội","01","Huyện Mê Linh","250","Xã Vạn Yên","09001"
"Hà Nội","01","Huyện Mê Linh","250","Xã Chu Phan","09004"
"Hà Nội","01","Huyện Mê Linh","250","Xã Tiến Thịnh","09007"
"Hà Nội","01","Huyện Mê Linh","250","Xã Mê Linh","09010"
"Hà Nội","01","Huyện Mê Linh","250","Xã Văn Khê","09013"
"Hà Nội","01","Huyện Mê Linh","250","Xã Hoàng Kim","09016"
"Hà Nội","01","Huyện Mê Linh","250","Xã Tiền Phong","09019"
"Hà Nội","01","Huyện Mê Linh","250","Xã Tráng Việt","09022"
"Hà Nội","01","Quận Hà Đông","268","Phường Nguyễn Trãi","09538"
"Hà Nội","01","Quận Hà Đông","268","Phường Mộ Lao","09541"
"Hà Nội","01","Quận Hà Đông","268","Phường Văn Quán","09542"
"Hà Nội","01","Quận Hà Đông","268","Phường Vạn Phúc","09544"
"Hà Nội","01","Quận Hà Đông","268","Phường Yết Kiêu","09547"
"Hà Nội","01","Quận Hà Đông","268","Phường Quang Trung","09550"
"Hà Nội","01","Quận Hà Đông","268","Phường La Khê","09551"
"Hà Nội","01","Quận Hà Đông","268","Phường Phú La","09552"
"Hà Nội","01","Quận Hà Đông","268","Phường Phúc La","09553"
"Hà Nội","01","Quận Hà Đông","268","Phường Hà Cầu","09556"
"Hà Nội","01","Quận Hà Đông","268","Phường Yên Nghĩa","09562"
"Hà Nội","01","Quận Hà Đông","268","Phường Kiến Hưng","09565"
"Hà Nội","01","Quận Hà Đông","268","Phường Phú Lãm","09568"
"Hà Nội","01","Quận Hà Đông","268","Phường Phú Lương","09571"
"Hà Nội","01","Quận Hà Đông","268","Phường Dương Nội","09886"
"Hà Nội","01","Quận Hà Đông","268","Phường Đồng Mai","10117"
"Hà Nội","01","Quận Hà Đông","268","Phường Biên Giang","10123"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Lê Lợi","09574"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Phú Thịnh","09577"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Ngô Quyền","09580"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Quang Trung","09583"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Sơn Lộc","09586"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Xuân Khanh","09589"
"Hà Nội","01","Thị xã Sơn Tây","269","Xã Đường Lâm","09592"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Viên Sơn","09595"
"Hà Nội","01","Thị xã Sơn Tây","269","Xã Xuân Sơn","09598"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Trung Hưng","09601"
"Hà Nội","01","Thị xã Sơn Tây","269","Xã Thanh Mỹ","09604"
"Hà Nội","01","Thị xã Sơn Tây","269","Phường Trung Sơn Trầm","09607"
"Hà Nội","01","Thị xã Sơn Tây","269","Xã Kim Sơn","09610"
"Hà Nội","01","Thị xã Sơn Tây","269","Xã Sơn Đông","09613"
"Hà Nội","01","Thị xã Sơn Tây","269","Xã Cổ Đông","09616"
"Hà Nội","01","Huyện Ba Vì","271","Thị trấn Tây Đằng","09619"
"Hà Nội","01","Huyện Ba Vì","271","Xã Phú Cường","09625"
"Hà Nội","01","Huyện Ba Vì","271","Xã Cổ Đô","09628"
"Hà Nội","01","Huyện Ba Vì","271","Xã Tản Hồng","09631"
"Hà Nội","01","Huyện Ba Vì","271","Xã Vạn Thắng","09634"
"Hà Nội","01","Huyện Ba Vì","271","Xã Châu Sơn","09637"
"Hà Nội","01","Huyện Ba Vì","271","Xã Phong Vân","09640"
"Hà Nội","01","Huyện Ba Vì","271","Xã Phú Đông","09643"
"Hà Nội","01","Huyện Ba Vì","271","Xã Phú Phương","09646"
"Hà Nội","01","Huyện Ba Vì","271","Xã Phú Châu","09649"
"Hà Nội","01","Huyện Ba Vì","271","Xã Thái Hòa","09652"
"Hà Nội","01","Huyện Ba Vì","271","Xã Đồng Thái","09655"
"Hà Nội","01","Huyện Ba Vì","271","Xã Phú Sơn","09658"
"Hà Nội","01","Huyện Ba Vì","271","Xã Minh Châu","09661"
"Hà Nội","01","Huyện Ba Vì","271","Xã Vật Lại","09664"
"Hà Nội","01","Huyện Ba Vì","271","Xã Chu Minh","09667"
"Hà Nội","01","Huyện Ba Vì","271","Xã Tòng Bạt","09670"
"Hà Nội","01","Huyện Ba Vì","271","Xã Cẩm Lĩnh","09673"
"Hà Nội","01","Huyện Ba Vì","271","Xã Sơn Đà","09676"
"Hà Nội","01","Huyện Ba Vì","271","Xã Đông Quang","09679"
"Hà Nội","01","Huyện Ba Vì","271","Xã Tiên Phong","09682"
"Hà Nội","01","Huyện Ba Vì","271","Xã Thụy An","09685"
"Hà Nội","01","Huyện Ba Vì","271","Xã Cam Thượng","09688"
"Hà Nội","01","Huyện Ba Vì","271","Xã Thuần Mỹ","09691"
"Hà Nội","01","Huyện Ba Vì","271","Xã Tản Lĩnh","09694"
"Hà Nội","01","Huyện Ba Vì","271","Xã Ba Trại","09697"
"Hà Nội","01","Huyện Ba Vì","271","Xã Minh Quang","09700"
"Hà Nội","01","Huyện Ba Vì","271","Xã Ba Vì","09703"
"Hà Nội","01","Huyện Ba Vì","271","Xã Vân Hòa","09706"
"Hà Nội","01","Huyện Ba Vì","271","Xã Yên Bài","09709"
"Hà Nội","01","Huyện Ba Vì","271","Xã Khánh Thượng","09712"
"Hà Nội","01","Huyện Phúc Thọ","272","Thị trấn Phúc Thọ","09715"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Vân Hà","09718"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Vân Phúc","09721"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Vân Nam","09724"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Xuân Phú","09727"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Phương Độ","09730"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Sen Chiểu","09733"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Cẩm Đình","09736"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Võng Xuyên","09739"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Thọ Lộc","09742"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Long Xuyên","09745"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Thượng Cốc","09748"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Hát Môn","09751"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Tích Giang","09754"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Thanh Đa","09757"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Trạch Mỹ Lộc","09760"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Phúc Hòa","09763"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Ngọc Tảo","09766"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Phụng Thượng","09769"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Tam Thuấn","09772"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Tam Hiệp","09775"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Hiệp Thuận","09778"
"Hà Nội","01","Huyện Phúc Thọ","272","Xã Liên Hiệp","09781"
"Hà Nội","01","Huyện Đan Phượng","273","Thị trấn Phùng","09784"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Trung Châu","09787"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Thọ An","09790"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Thọ Xuân","09793"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Hồng Hà","09796"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Liên Hồng","09799"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Liên Hà","09802"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Hạ Mỗ","09805"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Liên Trung","09808"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Phương Đình","09811"
"Hà Nội","01","Huyện Đan Phượng","273","Xã Thượng Mỗ","09814"
